Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches_Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
1,Brenden Aaronson,us USA,MF,at RB Salzburg,20,2000,7.9,342,5,46,136,164,12,342,20,10,50.0,10,50.0,175,977,416,13,8,2,27,14,220,51,Matches
2,Malik Abubakari,gh GHA,FW,se Malmö,21,2000,1.3,47,3,8,24,15,2,47,0,0,,0,,32,88,34,1,1,1,6,4,35,5,Matches
3,Marcos Acuña,ar ARG,DF,es Sevilla,29,1991,4.2,383,8,129,168,89,0,383,13,5,38.5,8,61.5,220,1192,662,13,15,0,9,1,245,18,Matches
4,Tyler Adams,us USA,MF,de RB Leipzig,22,1999,3.3,206,7,51,122,34,2,206,3,1,33.3,2,66.7,100,580,275,4,3,0,1,3,140,7,Matches
5,Junior Adamu,at AUT,FW,at RB Salzburg,20,2001,2.6,94,0,9,44,45,7,94,8,4,50.0,4,50.0,60,226,107,3,1,0,15,4,69,22,Matches
6,Antonio Adán,es ESP,GK,pt Sporting CP,34,1987,7.0,252,228,252,0,0,0,252,0,0,,0,,150,770,457,0,0,0,0,0,116,0,Matches
7,Edmund Addo,gh GHA,MF,md Sheriff Tiraspol,21,2000,5.4,217,15,97,106,19,0,217,8,4,50.0,4,50.0,122,703,322,4,5,0,6,2,99,1,Matches
8,Karim Adeyemi,de GER,FW,at RB Salzburg,19,2002,6.7,174,3,18,42,118,30,171,26,9,34.6,17,65.4,135,1017,506,27,11,20,27,9,143,64,Matches
9,Michel Aebischer,ch SUI,MF,ch Young Boys,24,1997,5.6,332,7,81,172,88,6,332,8,3,37.5,5,62.5,211,858,451,13,10,2,9,8,223,16,Matches
10,Sergio Agüero,ar ARG,FW,es Barcelona,33,1988,0.2,9,0,0,3,6,2,9,3,1,33.3,2,66.7,4,27,3,0,0,1,0,0,6,1,Matches
11,Anel Ahmedhodžić,ba BIH,DF,se Malmö,22,1999,4.6,278,40,131,138,9,0,278,2,2,100.0,0,0.0,187,930,504,4,2,0,2,2,173,1,Matches
12,Manuel Akanji,ch SUI,DF,de Dortmund,26,1995,5.0,338,41,163,163,16,4,338,1,1,100.0,0,0.0,225,1505,923,3,4,1,2,1,235,0,Matches
13,Nathan Aké,nl NED,DF,eng Manchester City,26,1995,3.6,320,25,117,176,28,7,320,1,0,0.0,1,100.0,221,1161,757,2,5,1,1,0,229,2,Matches
14,David Alaba,at AUT,DF,es Real Madrid,29,1992,11.5,759,100,403,295,70,11,759,1,1,100.0,0,0.0,481,2907,1605,15,10,1,6,1,581,8,Matches
15,Jordi Alba,es ESP,"DF,FW",es Barcelona,32,1989,4.1,382,9,60,190,135,11,382,1,1,100.0,0,0.0,239,825,448,10,9,5,5,1,295,52,Matches
16,Raúl Albiol,es ESP,DF,es Villarreal,35,1985,11.6,590,117,356,226,9,1,590,1,1,100.0,0,0.0,308,1762,1094,3,1,1,4,1,350,0,Matches
17,Paco Alcácer,es ESP,FW,es Villarreal,27,1993,0.8,15,0,0,6,9,3,15,1,0,0.0,1,100.0,9,41,34,2,1,1,0,0,10,0,Matches
18,Thiago Alcántara,es ESP,MF,eng Liverpool,30,1991,6.7,636,17,96,396,150,5,636,18,10,55.6,8,44.4,351,1535,673,7,14,1,13,7,462,14,Matches
19,Trent Alexander-Arnold,eng ENG,DF,eng Liverpool,22,1998,8.8,918,16,167,452,307,15,918,10,5,50.0,5,50.0,494,2243,1083,20,16,5,14,4,622,59,Matches
20,Alisson,br BRA,GK,eng Liverpool,28,1992,13.0,504,363,501,5,0,0,504,2,2,100.0,0,0.0,334,1302,845,0,0,0,0,0,310,0,Matches
21,André Almeida,pt POR,"DF,MF",pt Benfica,30,1990,2.6,145,15,73,63,10,0,145,3,1,33.3,2,66.7,72,246,90,0,0,0,2,0,81,3,Matches
22,Marcos Alonso,es ESP,"DF,MF",eng Chelsea,30,1990,6.1,459,6,88,162,211,17,459,10,5,50.0,5,50.0,236,1077,507,7,13,0,10,9,275,57,Matches
23,Éder Álvarez Balanta,co COL,MF,be Club Brugge,28,1993,4.5,214,17,80,100,40,4,214,10,8,80.0,2,20.0,90,402,195,5,5,0,7,4,86,2,Matches
24,Edson Álvarez,mx MEX,MF,nl Ajax,23,1997,6.2,443,19,112,257,75,10,443,6,3,50.0,3,50.0,254,1164,468,3,3,0,10,3,310,9,Matches
25,Mohamed Aly Camara,gn GUI,DF,ch Young Boys,23,1997,3.8,251,38,129,118,6,2,251,2,1,50.0,1,50.0,168,769,450,5,3,0,3,0,168,2,Matches
26,Benjamin André,fr FRA,MF,fr Lille,30,1990,7.0,460,13,77,292,93,4,460,6,3,50.0,3,50.0,194,800,372,5,6,0,12,6,293,16,Matches
27,Oleksandr Andriyevskyi,ua UKR,MF,ua Dynamo Kyiv,27,1994,1.1,63,4,28,21,14,0,63,0,0,,0,,33,108,50,1,1,0,5,0,40,0,Matches
28,Angeliño,es ESP,DF,de RB Leipzig,24,1997,4.8,279,9,67,114,100,10,279,6,3,50.0,3,50.0,108,643,399,10,10,2,5,2,167,32,Matches
29,Marcos Antônio,br BRA,MF,ua Shakhtar,21,2000,2.8,257,10,58,151,51,1,257,7,3,42.9,4,57.1,192,763,331,2,7,1,1,3,221,8,Matches
30,Antony,br BRA,FW,nl Ajax,21,2000,6.4,438,1,27,132,285,36,438,27,10,37.0,17,63.0,316,1766,872,33,19,9,13,9,342,92,Matches
31,Ronald Araújo,uy URU,DF,es Barcelona,22,1999,4.1,250,27,119,113,21,3,250,8,6,75.0,2,25.0,148,698,286,3,3,0,2,2,158,2,Matches
32,Danilo Arboleda,co COL,DF,md Sheriff Tiraspol,26,1995,6.0,208,64,145,62,2,1,208,1,1,100.0,0,0.0,117,629,377,4,2,0,1,0,113,0,Matches
33,Maximilian Arnold,de GER,MF,de Wolfsburg,27,1994,6.0,328,13,81,211,45,1,328,3,2,66.7,1,33.3,161,671,339,4,1,0,7,4,186,2,Matches
34,Kepa Arrizabalaga,es ESP,GK,eng Chelsea,26,1994,1.0,34,27,34,0,0,0,34,0,0,,0,,12,38,17,0,0,0,0,0,16,0,Matches
35,Marco Asensio,es ESP,"FW,MF",es Real Madrid,25,1996,2.3,120,1,13,56,51,7,120,3,1,33.3,2,66.7,75,448,146,2,5,0,11,2,90,14,Matches
36,Giorgos Athanasiadis,gr GRE,GK,md Sheriff Tiraspol,28,1993,5.0,191,176,191,0,0,0,191,0,0,,0,,82,596,415,0,0,0,0,0,58,0,Matches
37,Ludwig Augustinsson,se SWE,DF,es Sevilla,27,1994,0.9,82,3,27,34,22,1,82,0,0,,0,,44,188,120,3,2,0,1,1,53,4,Matches
38,Serge Aurier,ci CIV,DF,es Villarreal,28,1992,1.5,96,10,32,38,26,2,96,1,0,0.0,1,100.0,46,214,101,3,4,0,0,0,51,1,Matches
39,Sardar Azmoun,ir IRN,FW,ru Zenit,26,1995,3.4,87,4,11,44,32,16,87,1,1,100.0,0,0.0,39,190,101,6,1,4,11,1,51,15,Matches
40,César Azpilicueta,es ESP,DF,eng Chelsea,31,1989,7.5,638,14,119,302,219,16,638,4,3,75.0,1,25.0,323,1364,747,13,10,1,5,4,456,57,Matches
41,Eric Bailly,ci CIV,DF,eng Manchester Utd,27,1994,2.0,135,22,72,64,0,0,135,1,1,100.0,0,0.0,77,400,191,1,0,0,0,1,88,0,Matches
42,Tiemoué Bakayoko,fr FRA,"MF,FW",it Milan,26,1994,0.7,47,0,9,30,8,4,47,1,1,100.0,0,0.0,24,117,39,0,1,0,0,2,31,2,Matches
43,Ridle Baku,de GER,"FW,DF",de Wolfsburg,23,1998,4.6,226,13,79,96,53,1,226,11,4,36.4,7,63.6,116,530,261,7,6,0,10,2,125,16,Matches
44,Alejandro Balde,es ESP,"DF,FW",es Barcelona,17,2003,0.2,20,0,5,7,9,1,20,1,1,100.0,0,0.0,17,155,93,4,4,0,2,0,18,3,Matches
45,Gareth Bale,wls WAL,FW,es Real Madrid,32,1989,0.1,3,0,1,1,1,0,3,0,0,,0,,1,2,0,0,0,0,0,0,2,0,Matches
46,David von Ballmoos,ch SUI,GK,ch Young Boys,26,1994,3.0,93,79,92,1,0,0,93,0,0,,0,,60,253,153,0,0,0,0,0,50,0,Matches
47,Fodé Ballo-Touré,sn SEN,"DF,MF",it Milan,24,1997,1.0,57,4,19,27,12,0,57,1,1,100.0,0,0.0,20,139,55,1,3,0,2,0,21,0,Matches
48,Jonathan Bamba,ci CIV,"MF,FW",fr Lille,25,1996,5.2,299,5,49,149,111,18,299,25,17,68.0,8,32.0,175,1185,490,17,13,8,19,3,211,32,Matches
49,Nicolò Barella,it ITA,MF,it Inter,24,1997,5.5,364,3,32,204,134,7,364,11,5,45.5,6,54.5,262,1553,703,23,20,2,8,3,298,36,Matches
50,Ross Barkley,eng ENG,MF,eng Chelsea,27,1993,1.1,88,1,5,44,41,1,88,4,2,50.0,2,50.0,52,382,211,5,10,0,1,3,68,6,Matches
51,Wílmar Barrios,co COL,"MF,DF",ru Zenit,27,1993,6.0,362,25,112,227,25,0,362,5,3,60.0,2,40.0,221,1114,547,3,2,0,6,4,244,3,Matches
52,Gil Bastião Dias,pt POR,FW,pt Benfica,24,1996,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
53,Alessandro Bastoni,it ITA,DF,it Inter,22,1999,7.4,515,86,226,231,63,4,515,5,2,40.0,3,60.0,308,1490,904,8,12,1,5,2,339,13,Matches
54,Michy Batshuayi,be BEL,FW,tr Beşiktaş,27,1993,4.3,133,4,11,75,48,16,133,11,9,81.8,2,18.2,70,286,89,3,0,3,14,6,94,23,Matches
55,Donny van de Beek,nl NED,MF,eng Manchester Utd,24,1997,2.3,147,9,49,84,15,3,147,4,3,75.0,1,25.0,92,326,149,1,3,0,1,3,102,5,Matches
56,Jude Bellingham,eng ENG,"MF,FW",de Dortmund,18,2003,5.6,369,10,49,208,118,14,369,26,19,73.1,7,26.9,249,1336,749,21,10,8,9,13,281,24,Matches
57,Hatem Ben Arfa,fr FRA,"FW,MF",fr Lille,34,1987,0.3,18,0,1,3,14,1,18,3,3,100.0,0,0.0,10,75,14,1,1,1,2,0,13,2,Matches
58,Ismaël Bennacer,dz ALG,MF,it Milan,23,1997,4.2,262,8,76,147,49,2,262,16,10,62.5,6,37.5,121,827,348,4,7,1,10,5,149,6,Matches
59,Rodrigo Bentancur,uy URU,"MF,FW",it Juventus,24,1997,4.2,254,3,51,149,56,6,254,3,2,66.7,1,33.3,133,656,322,8,7,1,10,2,172,11,Matches
60,Karim Benzema,fr FRA,FW,es Real Madrid,33,1987,12.2,639,12,42,241,362,80,636,26,12,46.2,14,53.8,385,2241,1176,42,32,14,14,20,535,86,Matches
61,Steven Berghuis,nl NED,MF,nl Ajax,29,1991,6.9,346,3,25,139,184,28,346,2,0,0.0,2,100.0,209,752,296,10,5,6,9,1,257,33,Matches
62,Federico Bernardeschi,it ITA,"FW,MF",it Juventus,27,1994,3.2,182,5,31,78,77,5,182,11,6,54.5,5,45.5,110,721,322,11,10,2,6,4,130,24,Matches
63,Bernardo,br BRA,"DF,MF",at RB Salzburg,26,1995,0.3,21,1,9,7,5,2,21,0,0,,0,,12,45,32,0,0,0,0,0,14,0,Matches
64,Paulo Bernardo,pt POR,MF,pt Benfica,19,2002,0.5,25,3,8,14,5,0,25,3,2,66.7,1,33.3,15,49,10,0,2,0,1,1,17,1,Matches
65,Veljko Birmančević,rs SRB,"MF,FW",se Malmö,23,1998,3.9,142,4,21,59,64,4,142,17,8,47.1,9,52.9,120,734,251,9,7,3,12,16,118,31,Matches
66,Antonio Blanco,es ESP,MF,es Real Madrid,21,2000,0.1,15,0,0,10,5,0,15,0,0,,0,,11,50,16,0,0,0,0,0,15,0,Matches
67,Daley Blind,nl NED,DF,nl Ajax,31,1990,6.3,572,16,101,312,164,12,572,14,6,42.9,8,57.1,332,1576,815,14,11,3,5,1,383,36,Matches
68,Valerii Bondar,ua UKR,DF,ua Shakhtar,22,1999,1.0,113,13,36,75,2,1,113,1,1,100.0,0,0.0,85,539,444,3,1,0,0,0,92,0,Matches
69,Artem Bondarenko,ua UKR,MF,ua Shakhtar,20,2000,0.9,107,0,9,75,23,1,107,2,0,0.0,2,100.0,71,357,205,3,5,0,0,0,93,2,Matches
70,Solomon Bonnah,nl NED,DF,de RB Leipzig,17,2003,0.1,4,0,4,0,0,0,4,0,0,,0,,1,5,2,0,0,0,0,0,1,0,Matches
71,Leonardo Bonucci,it ITA,DF,it Juventus,34,1987,6.4,495,80,216,269,11,1,495,1,1,100.0,0,0.0,296,1200,753,2,1,0,2,0,361,3,Matches
72,Sebastiaan Bornauw,be BEL,DF,de Wolfsburg,22,1999,2.3,110,20,68,39,3,1,110,0,0,,0,,66,257,73,0,0,0,1,0,67,2,Matches
73,Sven Botman,nl NED,DF,fr Lille,21,2000,4.6,307,36,174,130,7,5,307,2,2,100.0,0,0.0,152,727,295,0,0,0,3,2,194,0,Matches
74,Yassine Bounou,ma MAR,GK,es Sevilla,30,1991,6.0,202,172,200,2,0,0,202,1,1,100.0,0,0.0,106,435,174,0,0,0,0,0,105,0,Matches
75,Denys Boyko,ua UKR,GK,ua Dynamo Kyiv,33,1988,1.0,35,33,35,0,0,0,35,0,0,,0,,13,56,36,0,0,0,0,0,17,0,Matches
76,Can Bozdogan,de GER,MF,tr Beşiktaş,20,2001,2.4,78,1,17,37,26,2,78,6,4,66.7,2,33.3,51,284,140,5,4,0,6,7,54,6,Matches
77,Domagoj Bradarić,hr CRO,DF,fr Lille,21,1999,0.2,13,1,3,7,4,0,13,0,0,,0,,9,49,28,0,1,0,1,1,10,0,Matches
78,Conor Bradley,nir NIR,FW,eng Liverpool,18,2003,0.0,1,0,0,1,0,0,1,1,0,0.0,1,100.0,1,11,0,0,0,0,0,0,1,0,Matches
79,Daniel Bragança,pt POR,MF,pt Sporting CP,22,1999,1.5,90,6,22,58,10,2,90,7,6,85.7,1,14.3,48,200,95,3,0,0,5,2,53,2,Matches
80,Julian Brandt,de GER,"MF,FW",de Dortmund,25,1996,4.4,281,1,44,137,103,14,281,13,7,53.8,6,46.2,171,1034,536,15,9,4,8,4,190,25,Matches
81,Brian Brobbey,nl NED,FW,nl Ajax,19,2002,0.1,1,0,0,0,1,0,1,0,0,,0,,2,7,2,0,0,0,0,0,2,1,Matches
82,Brian Brobbey,nl NED,"FW,MF",de RB Leipzig,19,2002,1.2,37,1,3,16,19,8,37,0,0,,0,,10,120,42,4,2,2,1,1,26,11,Matches
83,John Brooks,us USA,DF,de Wolfsburg,28,1993,3.7,212,26,141,74,0,0,212,0,0,,0,,107,545,305,1,2,0,0,0,127,0,Matches
84,Franz Brorsson,se SWE,DF,se Malmö,25,1996,5.0,218,39,122,93,4,0,218,1,0,0.0,1,100.0,137,593,197,0,0,0,1,2,135,0,Matches
85,Marcelo Brozović,hr CRO,MF,it Inter,28,1992,7.0,634,31,173,379,87,4,634,7,4,57.1,3,42.9,438,2184,1065,15,10,2,7,5,470,10,Matches
86,Nicolas Bürgy,ch SUI,DF,ch Young Boys,25,1995,2.0,153,16,93,60,1,1,153,0,0,,0,,109,463,186,2,0,0,1,0,111,1,Matches
87,Heorhiy Bushchan,ua UKR,GK,ua Dynamo Kyiv,27,1994,5.0,213,189,212,1,0,0,213,0,0,,0,,119,498,369,0,0,0,0,0,105,0,Matches
88,Sergio Busquets,es ESP,MF,es Barcelona,33,1988,5.4,424,8,63,304,60,1,424,1,1,100.0,0,0.0,237,838,446,3,8,1,2,2,305,3,Matches
89,Vitaliy Buyalskyi,ua UKR,"FW,MF",ua Dynamo Kyiv,28,1993,4.8,146,0,19,71,59,23,146,8,5,62.5,3,37.5,98,514,193,9,3,3,8,7,104,23,Matches
90,Jovane Cabral,cv CPV,"FW,MF",pt Sporting CP,23,1998,0.9,36,0,5,20,12,1,36,1,0,0.0,1,100.0,20,86,10,0,1,0,5,1,25,4,Matches
91,Davide Calabria,it ITA,DF,it Milan,24,1996,3.5,189,19,85,86,21,0,189,1,0,0.0,1,100.0,66,283,100,1,2,0,4,2,84,6,Matches
92,Hakan Çalhanoğlu,tr TUR,MF,it Inter,27,1994,4.6,315,4,63,156,100,5,315,4,3,75.0,1,25.0,186,945,535,9,7,0,9,3,221,21,Matches
93,Mohamed Camara,ml MLI,MF,at RB Salzburg,21,2000,7.4,448,11,136,275,44,2,448,20,14,70.0,6,30.0,260,1138,607,2,6,1,6,5,286,3,Matches
94,Eduardo Camavinga,fr FRA,MF,es Real Madrid,18,2002,3.4,226,13,55,117,54,6,226,2,1,50.0,1,50.0,116,605,351,7,5,0,0,4,147,7,Matches
95,Emre Can,de GER,DF,de Dortmund,27,1994,0.8,52,3,13,21,18,2,52,5,3,60.0,2,40.0,33,145,92,1,0,1,1,0,40,7,Matches
96,João Cancelo,pt POR,DF,eng Manchester City,27,1994,9.3,863,25,169,427,272,15,863,33,19,57.6,14,42.4,597,2741,1369,16,31,2,12,5,615,59,Matches
97,Nicolás Capaldo,ar ARG,MF,at RB Salzburg,23,1997,3.2,177,11,70,72,40,4,177,5,1,20.0,4,80.0,66,320,174,5,6,1,6,5,70,6,Matches
98,Étienne Capoue,fr FRA,MF,es Villarreal,33,1988,11.6,630,38,185,347,107,10,630,22,7,31.8,15,68.2,334,1630,693,7,13,0,10,6,411,10,Matches
99,Fábio Cardoso,pt POR,DF,pt Porto,27,1994,1.7,61,14,36,20,5,2,61,0,0,,0,,26,124,23,0,0,0,0,0,36,0,Matches
100,Diego Carlos,br BRA,DF,es Sevilla,28,1993,6.0,461,68,279,173,12,4,461,2,2,100.0,0,0.0,271,785,368,0,0,0,3,1,325,2,Matches
101,Yannick Carrasco,be BEL,"FW,MF",es Atlético Madrid,27,1993,5.2,213,6,42,69,106,20,213,21,16,76.2,5,23.8,131,964,607,22,17,7,12,11,137,28,Matches
102,Scott Carson,eng ENG,GK,eng Manchester City,35,1985,0.2,6,6,6,0,0,0,6,0,0,,0,,0,0,0,0,0,0,0,0,2,0,Matches
103,Dani Carvajal,es ESP,DF,es Real Madrid,29,1992,10.6,768,68,301,270,202,11,768,11,7,63.6,4,36.4,356,1745,831,14,16,1,12,7,499,44,Matches
104,Casemiro,br BRA,MF,es Real Madrid,29,1992,10.1,678,50,232,358,93,12,678,17,12,70.6,5,29.4,316,1491,731,7,6,0,9,11,457,5,Matches
105,Frank Castañeda,co COL,"FW,MF",md Sheriff Tiraspol,27,1994,3.9,133,3,35,52,49,3,133,5,4,80.0,1,20.0,93,534,271,9,3,1,12,8,76,7,Matches
106,Koen Casteels,be BEL,GK,de Wolfsburg,29,1992,5.0,202,168,202,0,0,0,202,0,0,,0,,118,637,347,0,0,0,0,0,94,0,Matches
107,Edinson Cavani,uy URU,FW,eng Manchester Utd,34,1987,0.9,43,1,8,14,21,5,43,2,1,50.0,1,50.0,17,79,14,0,0,0,1,2,33,10,Matches
108,Dani Ceballos,es ESP,"MF,FW",es Real Madrid,24,1996,0.5,28,3,13,11,5,1,28,1,1,100.0,0,0.0,12,88,27,0,2,0,1,1,12,1,Matches
109,Dumitru Celeadnic,md MDA,GK,md Sheriff Tiraspol,29,1992,1.0,37,32,37,0,0,0,37,0,0,,0,,14,74,32,0,0,0,0,0,7,0,Matches
110,Zeki Çelik,tr TUR,DF,fr Lille,24,1997,6.5,446,13,122,237,89,6,446,14,6,42.9,8,57.1,194,913,550,10,4,1,4,3,260,25,Matches
111,Trevoh Chalobah,eng ENG,DF,eng Chelsea,22,1999,2.0,129,2,36,69,25,3,129,1,1,100.0,0,0.0,79,443,203,1,4,0,1,1,87,0,Matches
112,Giorgio Chiellini,it ITA,DF,it Juventus,36,1984,0.1,5,3,4,1,0,0,5,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
113,Federico Chiesa,it ITA,"FW,MF",it Juventus,23,1997,3.7,144,4,9,44,93,23,144,14,10,71.4,4,28.6,89,675,384,17,8,9,9,2,108,29,Matches
114,Ben Chilwell,eng ENG,DF,eng Chelsea,24,1996,2.1,140,2,17,41,83,7,140,0,0,,0,,58,298,138,5,1,1,6,3,83,13,Matches
115,Dmitri Chistyakov,ru RUS,DF,ru Zenit,27,1994,4.9,248,44,143,93,12,8,248,0,0,,0,,146,474,169,0,1,0,1,0,179,0,Matches
116,Andreas Christensen,dk DEN,DF,eng Chelsea,25,1996,6.7,625,27,184,395,49,4,625,5,5,100.0,0,0.0,409,1926,1127,7,12,0,4,2,491,5,Matches
117,Anders Christiansen,dk DEN,MF,se Malmö,31,1990,3.6,233,15,71,123,40,5,233,10,7,70.0,3,30.0,169,825,434,9,3,0,5,5,176,5,Matches
118,Samuel Chukwueze,ng NGA,"MF,FW",es Villarreal,22,1999,3.1,86,1,17,27,43,5,86,11,3,27.3,8,72.7,56,477,176,7,5,1,11,2,61,15,Matches
119,Claudinho,br BRA,"MF,FW",ru Zenit,24,1997,5.1,356,5,67,169,127,16,356,17,9,52.9,8,47.1,226,934,304,8,5,1,14,6,251,26,Matches
120,Sebastián Coates,uy URU,DF,pt Sporting CP,30,1990,6.0,301,45,160,133,13,12,301,2,2,100.0,0,0.0,143,585,265,0,1,0,4,0,182,0,Matches
121,Serafim Cojocari,md MDA,FW,md Sheriff Tiraspol,20,2001,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
122,Maxim Cojocaru,md MDA,"FW,MF",md Sheriff Tiraspol,23,1998,0.2,5,1,2,1,2,1,5,1,0,0.0,1,100.0,4,11,3,0,0,1,1,0,3,1,Matches
