Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches_Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
247,Raphaël Guerreiro,pt POR,DF,de Dortmund,27,1993,2.0,154,4,30,82,44,4,154,4,3,75.0,1,25.0,103,421,255,5,1,1,2,2,106,9,Matches
248,Josuha Guilavogui,fr FRA,"MF,DF",de Wolfsburg,30,1990,4.7,266,37,117,135,15,2,266,3,1,33.3,2,66.7,94,255,102,1,1,0,4,2,123,2,Matches
249,Daouda Guindo,ml MLI,DF,at RB Salzburg,18,2002,0.1,8,0,1,6,2,0,8,0,0,,0,,7,24,14,0,0,0,0,0,6,2,Matches
250,Péter Gulácsi,hu HUN,GK,de RB Leipzig,31,1990,5.0,195,166,195,0,0,0,195,0,0,,0,,107,428,202,0,0,0,0,0,111,0,Matches
251,İlkay Gündoğan,de GER,MF,eng Manchester City,30,1990,7.4,473,7,61,242,176,23,473,11,6,54.5,5,45.5,343,1608,701,14,16,0,11,9,380,43,Matches
252,Mert Günok,tr TUR,GK,tr Beşiktaş,32,1989,1.0,48,41,48,0,0,0,48,0,0,,0,,21,91,52,0,0,0,0,0,22,0,Matches
253,Miguel Gutiérrez,es ESP,DF,es Real Madrid,20,2001,0.7,65,0,7,29,29,2,65,1,0,0.0,1,100.0,32,146,44,0,1,0,0,0,42,5,Matches
254,Joško Gvardiol,hr CRO,DF,de RB Leipzig,19,2002,3.7,252,31,116,102,38,10,252,6,4,66.7,2,33.3,117,727,336,4,5,0,4,3,147,11,Matches
255,Erling Haaland,no NOR,FW,de Dortmund,21,2000,2.3,89,4,5,30,54,21,89,10,2,20.0,8,80.0,42,293,99,5,3,3,6,2,66,19,Matches
256,Munir El Haddadi,ma MAR,"FW,MF",es Sevilla,25,1995,2.3,70,0,3,22,45,7,70,1,1,100.0,0,0.0,39,146,47,2,0,1,3,5,56,14,Matches
257,Amadou Haidara,ml MLI,MF,de RB Leipzig,23,1998,2.0,151,4,20,87,45,2,151,3,2,66.7,1,33.3,86,520,290,4,7,1,0,3,102,3,Matches
258,Achraf Hakimi,ma MAR,DF,fr Paris S-G,22,1998,8.0,565,31,189,243,136,14,565,21,11,52.4,10,47.6,288,1345,711,16,11,5,11,5,394,47,Matches
259,Sébastien Haller,ci CIV,FW,nl Ajax,27,1994,7.4,248,5,18,100,134,50,247,14,8,57.1,6,42.9,124,440,215,6,6,2,14,5,172,43,Matches
260,Samir Handanović,si SVN,GK,it Inter,37,1984,8.0,269,248,269,0,0,0,269,0,0,,0,,190,793,516,0,0,0,0,0,171,0,Matches
261,Denys Harmash,ua UKR,FW,ua Dynamo Kyiv,31,1990,3.6,146,2,22,69,56,10,146,6,3,50.0,3,50.0,78,470,245,8,6,3,10,1,109,11,Matches
262,Hans Hateboer,nl NED,DF,it Atalanta,27,1994,1.0,57,2,10,10,37,2,57,1,0,0.0,1,100.0,33,203,58,2,3,0,2,1,37,16,Matches
263,Kai Havertz,de GER,"FW,MF",eng Chelsea,22,1999,7.5,374,7,18,126,232,57,374,20,9,45.0,11,55.0,208,1127,515,17,15,12,27,11,295,62,Matches
264,Eden Hazard,be BEL,FW,es Real Madrid,30,1991,0.9,66,0,2,24,40,3,66,3,2,66.7,1,33.3,39,242,89,1,3,0,1,1,57,13,Matches
265,Thorgan Hazard,be BEL,FW,de Dortmund,28,1993,1.6,102,2,11,41,52,6,102,1,0,0.0,1,100.0,61,382,237,7,8,0,4,2,67,8,Matches
266,Tom Heaton,eng ENG,GK,eng Manchester Utd,35,1986,0.3,11,11,11,0,0,0,11,0,0,,0,,4,29,29,0,0,0,0,0,3,0,Matches
267,Silvan Hefti,ch SUI,DF,ch Young Boys,23,1997,4.3,311,14,101,129,83,11,311,4,1,25.0,3,75.0,185,919,455,12,10,2,6,5,182,28,Matches
268,Dean Henderson,eng ENG,GK,eng Manchester Utd,24,1997,0.7,33,29,33,0,0,0,33,0,0,,0,,21,145,89,0,0,0,0,0,13,0,Matches
269,Jordan Henderson,eng ENG,MF,eng Liverpool,31,1990,7.4,691,8,67,403,223,11,691,5,0,0.0,5,100.0,409,1549,680,14,17,1,8,2,536,34,Matches
270,Jack Hendry,sct SCO,DF,be Club Brugge,26,1995,6.0,240,38,143,90,10,5,240,2,1,50.0,1,50.0,104,545,257,2,2,1,5,1,115,0,Matches
271,Benjamin Henrichs,de GER,DF,de RB Leipzig,24,1997,0.6,37,2,20,8,10,1,37,0,0,,0,,11,85,70,3,2,0,0,0,15,1,Matches
272,Mario Hermoso,es ESP,DF,es Atlético Madrid,26,1995,4.7,257,28,128,108,24,1,257,5,5,100.0,0,0.0,112,472,273,3,1,0,3,2,126,5,Matches
273,Lucas Hernández,fr FRA,DF,de Bayern Munich,25,1996,6.3,651,32,202,368,83,4,651,10,7,70.0,3,30.0,459,2373,1611,19,17,0,3,1,454,12,Matches
274,Theo Hernández,fr FRA,DF,it Milan,23,1997,5.0,327,20,100,145,89,10,327,23,17,73.9,6,26.1,181,1464,735,20,17,3,13,9,208,22,Matches
275,Ander Herrera,es ESP,MF,fr Paris S-G,31,1989,3.6,272,12,67,147,59,4,272,3,2,66.7,1,33.3,115,392,160,1,2,0,1,1,212,9,Matches
276,Héctor Herrera,mx MEX,MF,es Atlético Madrid,31,1990,2.5,157,6,36,100,23,1,157,5,3,60.0,2,40.0,82,249,110,2,2,1,2,2,86,2,Matches
277,Callum Hudson-Odoi,eng ENG,"MF,DF",eng Chelsea,20,2000,3.2,197,0,10,63,125,12,197,15,7,46.7,8,53.3,109,587,341,12,3,5,9,4,143,32,Matches
278,Mats Hummels,de GER,DF,de Dortmund,32,1988,3.9,358,30,156,189,17,3,358,4,3,75.0,1,25.0,253,1380,881,4,2,0,2,0,261,2,Matches
279,Atiba Hutchinson,ca CAN,MF,tr Beşiktaş,38,1983,1.7,108,0,14,69,25,6,108,2,1,50.0,1,50.0,46,172,66,1,1,1,2,5,82,6,Matches
280,Vicente Iborra,es ESP,MF,es Villarreal,33,1988,0.1,7,0,2,5,0,0,7,0,0,,0,,3,5,2,0,0,0,0,0,3,0,Matches
281,Zlatan Ibrahimović,se SWE,FW,it Milan,39,1981,1.8,62,1,2,30,31,8,62,0,0,,0,,34,137,55,3,3,1,2,2,50,12,Matches
282,Mauro Icardi,ar ARG,FW,fr Paris S-G,28,1993,0.5,11,1,3,1,7,3,11,0,0,,0,,2,3,0,0,0,0,0,0,8,3,Matches
283,Jonathan Ikone,fr FRA,MF,fr Lille,23,1998,3.3,142,2,13,65,64,8,142,20,11,55.0,9,45.0,89,662,320,14,7,3,11,2,109,31,Matches
284,Josip Iličić,si SVN,"FW,MF",it Atalanta,33,1988,2.8,166,0,15,63,90,8,166,13,7,53.8,6,46.2,121,677,306,11,9,4,8,5,136,21,Matches
285,Gonçalo Inácio,pt POR,DF,pt Sporting CP,19,2001,6.2,320,70,185,131,7,3,320,2,1,50.0,1,50.0,191,1074,654,5,1,0,2,3,211,0,Matches
286,Jo Inge Berget,no NOR,DF,se Malmö,30,1990,4.9,253,14,90,123,42,3,253,9,5,55.6,4,44.4,145,669,293,6,4,1,2,3,145,16,Matches
287,Bonke Innocent,ng NGA,MF,se Malmö,25,1996,5.5,268,16,83,169,17,0,268,1,1,100.0,0,0.0,174,602,162,0,3,0,7,3,171,5,Matches
288,Zidane Iqbal,iq IRQ,MF,eng Manchester Utd,18,2003,0.0,4,0,2,1,1,0,4,1,1,100.0,0,0.0,3,26,7,0,1,0,0,0,3,0,Matches
289,Ismaily,br BRA,DF,ua Shakhtar,31,1990,3.9,270,20,82,102,88,15,270,7,5,71.4,2,28.6,155,599,303,9,9,2,5,1,165,23,Matches
290,José Izquierdo,co COL,DF,be Club Brugge,29,1992,0.1,5,0,1,1,3,2,5,1,1,100.0,0,0.0,2,8,6,1,0,1,1,0,3,0,Matches
291,Reece James,eng ENG,"DF,MF",eng Chelsea,21,1999,5.6,466,13,91,190,188,7,466,11,7,63.6,4,36.4,294,1350,649,13,17,2,5,4,319,43,Matches
292,Léo Jardim,br BRA,GK,fr Lille,26,1995,2.0,42,39,42,0,0,0,42,0,0,,0,,31,131,87,0,0,0,0,0,22,0,Matches
293,Gabriel Jesus,br BRA,FW,eng Manchester City,24,1997,3.9,173,2,10,53,111,19,173,15,12,80.0,3,20.0,122,686,375,16,2,5,13,5,133,30,Matches
294,Curtis Jones,eng ENG,"MF,FW",eng Liverpool,20,2001,2.1,163,3,16,90,61,7,163,9,7,77.8,2,22.2,104,645,339,8,9,1,5,2,127,12,Matches
295,Frenkie de Jong,nl NED,MF,es Barcelona,24,1997,5.8,380,8,60,238,90,19,380,9,7,77.8,2,22.2,238,1315,715,13,14,0,10,8,289,23,Matches
296,Luuk de Jong,nl NED,FW,es Barcelona,30,1990,2.0,55,0,6,24,26,8,55,0,0,,0,,26,70,18,0,0,1,3,4,38,2,Matches
297,Joan Jordán,es ESP,"MF,FW",es Sevilla,27,1994,3.6,272,5,59,149,65,5,272,13,5,38.5,8,61.5,155,564,214,4,5,1,5,3,188,5,Matches
298,Jorginho,it ITA,MF,eng Chelsea,29,1991,6.2,593,5,78,376,145,6,591,7,3,42.9,4,57.1,327,1475,839,9,15,0,5,2,444,7,Matches
299,Diogo Jota,pt POR,FW,eng Liverpool,24,1996,6.4,325,2,24,146,159,41,325,31,11,35.5,19,61.3,189,1045,553,22,14,12,22,10,240,55,Matches
300,Luka Jović,rs SRB,FW,es Real Madrid,23,1997,1.3,49,1,2,24,24,9,49,1,0,0.0,1,100.0,29,97,19,0,1,0,1,3,43,6,Matches
301,Keston Julien,tt TRI,FW,md Sheriff Tiraspol,22,1998,0.6,26,3,12,7,7,0,26,0,0,,0,,17,93,49,1,0,0,1,1,17,2,Matches
302,Vinicius Júnior,br BRA,FW,es Real Madrid,21,2000,13.3,625,1,55,168,416,97,625,73,32,43.8,41,56.2,450,3832,2255,73,41,38,32,28,507,156,Matches
303,Pierre Kalulu,fr FRA,DF,it Milan,21,2000,2.4,130,6,40,60,32,3,130,3,2,66.7,1,33.3,52,340,206,6,4,1,7,0,63,9,Matches
304,Kevin Kampl,si SVN,MF,de RB Leipzig,30,1990,3.0,212,9,56,121,38,1,212,2,2,100.0,0,0.0,95,555,226,2,6,0,3,3,144,4,Matches
305,Wilfried Kanga,ci CIV,FW,ch Young Boys,23,1998,0.9,27,0,0,10,17,6,27,0,0,,0,,16,88,27,2,0,1,5,2,22,7,Matches
306,N'Golo Kanté,fr FRA,MF,eng Chelsea,30,1991,4.7,330,5,54,174,105,4,330,10,7,70.0,3,30.0,190,1151,572,12,15,2,5,8,251,14,Matches
307,Kenan Karaman,tr TUR,"FW,MF",tr Beşiktaş,27,1994,3.0,109,2,19,49,42,6,109,15,10,66.7,5,33.3,63,484,202,9,7,2,10,13,85,18,Matches
308,Oleksandr Karavayev,ua UKR,"DF,MF",ua Dynamo Kyiv,29,1992,1.8,98,10,22,30,46,5,98,2,1,50.0,1,50.0,45,373,167,3,4,1,4,0,62,15,Matches
309,Vyacheslav Karavayev,ru RUS,DF,ru Zenit,26,1995,3.3,183,9,76,65,46,3,183,3,0,0.0,3,100.0,109,494,226,7,5,1,3,1,108,11,Matches
310,Moise Kean,it ITA,FW,it Juventus,21,2000,1.9,65,1,4,30,32,12,65,2,0,0.0,2,100.0,36,198,98,4,3,2,3,1,51,15,Matches
311,Tomasz Kędziora,pl POL,DF,ua Dynamo Kyiv,27,1994,4.0,200,22,92,68,41,2,200,0,0,,0,,90,403,223,5,4,0,4,1,109,4,Matches
312,Thilo Kehrer,de GER,DF,fr Paris S-G,24,1996,0.7,39,5,15,22,2,1,39,0,0,,0,,18,75,39,0,0,0,1,2,22,1,Matches
313,Naby Keïta,gn GUI,MF,eng Liverpool,26,1995,5.4,434,10,52,262,125,15,434,18,8,44.4,10,55.6,257,1432,770,22,21,5,9,8,318,20,Matches
314,Mikhail Kerzhakov,ru RUS,GK,ru Zenit,34,1987,2.0,37,33,37,0,0,0,37,0,0,,0,,18,88,46,0,0,0,0,0,13,0,Matches
315,Franck Kessié,ci CIV,MF,it Milan,24,1996,3.6,220,13,59,129,34,10,220,0,0,,0,,124,560,206,0,5,2,8,6,157,12,Matches
316,Joshua Kimmich,de GER,MF,de Bayern Munich,26,1995,7.8,776,20,130,424,227,6,776,5,3,60.0,2,40.0,520,2471,1057,13,13,1,4,4,561,22,Matches
317,Presnel Kimpembe,fr FRA,DF,fr Paris S-G,25,1995,7.0,460,94,250,205,6,1,460,1,1,100.0,0,0.0,247,1290,634,2,3,1,2,6,323,1,Matches
318,Simon Kjær,dk DEN,DF,it Milan,32,1989,3.0,169,30,105,62,3,3,169,0,0,,0,,80,425,341,1,1,0,1,0,105,0,Matches
319,Maurits Kjærgaard,dk DEN,"FW,MF",at RB Salzburg,18,2003,0.5,15,0,0,8,7,2,15,0,0,,0,,9,45,14,1,1,1,3,0,11,3,Matches
320,Davy Klaassen,nl NED,MF,nl Ajax,28,1993,2.6,131,3,18,71,43,6,131,0,0,,0,,74,190,73,1,1,0,4,1,93,4,Matches
321,Lukas Klostermann,de GER,DF,de RB Leipzig,25,1996,3.9,224,36,138,79,8,2,224,1,0,0.0,1,100.0,96,444,182,0,2,0,2,0,133,3,Matches
322,Ansgar Knauff,de GER,"FW,MF",de Dortmund,19,2002,0.3,22,0,5,9,9,1,22,2,1,50.0,1,50.0,10,51,13,0,1,0,2,0,13,2,Matches
323,Gregor Kobel,ch SUI,GK,de Dortmund,23,1997,6.0,191,162,190,1,0,0,191,0,0,,0,,114,436,262,0,0,0,0,0,100,0,Matches
324,Philipp Köhn,ch SUI,GK,at RB Salzburg,23,1998,8.0,242,192,242,0,0,0,242,0,0,,0,,130,734,482,0,0,0,1,0,88,0,Matches
325,Koke,es ESP,MF,es Atlético Madrid,29,1992,7.3,368,15,107,200,65,5,368,3,3,100.0,0,0.0,171,722,356,4,3,0,6,4,254,7,Matches
326,Aleksandar Kolarov,rs SRB,DF,it Inter,35,1985,0.1,8,0,2,2,4,0,8,0,0,,0,,7,27,19,0,0,0,0,0,7,2,Matches
327,Dimitris Kolovos,gr GRE,"MF,FW",md Sheriff Tiraspol,28,1993,4.5,134,2,31,75,31,6,134,17,11,64.7,6,35.3,96,478,203,4,1,1,12,13,87,7,Matches
328,Ibrahima Konaté,fr FRA,DF,eng Liverpool,22,1999,8.0,614,50,275,319,29,10,614,3,2,66.7,1,33.3,365,1731,969,3,6,0,2,3,429,1,Matches
329,Geoffrey Kondogbia,cf CTA,"MF,DF",es Atlético Madrid,28,1993,6.4,309,24,110,169,34,1,309,4,4,100.0,0,0.0,163,873,358,4,2,0,9,4,183,4,Matches
330,Teun Koopmeiners,nl NED,MF,it Atalanta,23,1998,2.4,161,4,44,74,44,3,161,1,0,0.0,1,100.0,85,423,202,5,3,2,2,3,118,2,Matches
331,Viktor Korniienko,ua UKR,DF,ua Shakhtar,22,1999,0.9,64,4,17,27,20,3,64,0,0,,0,,37,115,45,1,0,0,1,0,37,3,Matches
332,Jules Koundé,fr FRA,DF,es Sevilla,22,1998,5.0,392,42,191,182,20,8,392,6,5,83.3,1,16.7,252,1031,631,1,2,0,1,1,258,1,Matches
333,Mateo Kovačić,hr CRO,MF,eng Chelsea,27,1994,4.7,491,5,61,296,145,2,491,17,12,70.6,5,29.4,351,2161,1246,27,31,1,5,3,416,10,Matches
334,Kirill Kravtsov,ru RUS,MF,ru Zenit,19,2002,0.2,15,1,2,11,2,0,15,0,0,,0,,7,29,4,0,0,0,0,0,11,1,Matches
335,Rasmus Kristensen,dk DEN,DF,at RB Salzburg,24,1997,8.0,522,25,146,225,153,18,522,17,8,47.1,9,52.9,193,832,499,14,9,4,15,1,256,37,Matches
336,Stanislav Kritsyuk,ru RUS,GK,ru Zenit,30,1990,4.0,112,102,111,1,0,0,112,1,1,100.0,0,0.0,45,269,208,0,0,0,0,0,32,0,Matches
337,Toni Kroos,de GER,MF,es Real Madrid,31,1990,10.0,893,12,196,509,196,3,893,6,5,83.3,1,16.7,527,2383,1112,12,23,0,6,1,711,14,Matches
338,Danil Krugovoy,ru RUS,"DF,MF",ru Zenit,23,1998,0.8,72,0,8,29,37,6,72,4,3,75.0,1,25.0,49,293,200,6,8,1,2,0,51,15,Matches
339,Rade Krunić,ba BIH,"FW,MF",it Milan,27,1993,2.8,118,5,26,63,30,4,118,5,3,60.0,2,40.0,71,306,107,2,2,1,5,3,81,10,Matches
340,Serhiy Kryvtsov,ua UKR,DF,ua Shakhtar,30,1991,2.1,191,23,78,106,7,0,191,0,0,,0,,135,911,737,7,4,0,1,0,146,0,Matches
341,Mohammed Kudus,gh GHA,MF,nl Ajax,20,2000,0.3,19,0,2,8,9,1,19,1,1,100.0,0,0.0,15,73,40,2,1,0,1,0,15,0,Matches
342,Dejan Kulusevski,se SWE,"FW,MF",it Juventus,21,2000,0.9,38,1,9,9,20,8,38,3,0,0.0,3,100.0,19,151,77,2,3,3,5,2,29,2,Matches
343,Daniil Kuznetsov,ru RUS,MF,ru Zenit,18,2003,0.0,4,0,0,2,2,1,4,0,0,,0,,3,23,0,0,0,0,0,0,2,1,Matches
344,Daler Kuzyaev,ru RUS,MF,ru Zenit,28,1993,2.8,116,8,28,43,47,12,116,6,3,50.0,3,50.0,76,349,127,3,3,1,6,2,79,24,Matches
345,Maxence Lacroix,fr FRA,DF,de Wolfsburg,21,2000,6.0,365,40,230,137,6,3,365,2,2,100.0,0,0.0,194,999,575,0,0,0,3,1,205,1,Matches
346,Konrad Laimer,at AUT,MF,de RB Leipzig,24,1997,4.5,255,2,44,127,87,13,255,10,7,70.0,3,30.0,101,585,334,7,7,3,4,3,154,21,Matches
347,Érik Lamela,ar ARG,"FW,MF",es Sevilla,29,1992,1.4,89,1,19,13,57,9,89,12,8,66.7,4,33.3,53,373,160,8,5,1,4,2,56,18,Matches
348,Noa Lang,nl NED,"MF,FW",be Club Brugge,22,1999,5.9,314,2,33,101,184,28,314,30,19,63.3,11,36.7,210,1843,838,27,17,11,15,9,227,51,Matches
349,Aymeric Laporte,es ESP,DF,eng Manchester City,27,1994,8.8,782,60,286,466,33,8,782,2,1,50.0,1,50.0,593,3384,2447,14,17,0,2,1,618,2,Matches
350,Cyle Larin,ca CAN,"FW,MF",tr Beşiktaş,26,1995,3.9,151,9,30,82,41,13,151,13,7,53.8,6,46.2,87,500,191,6,3,4,7,10,119,21,Matches
351,Eric Larsson,se SWE,DF,se Malmö,30,1991,3.1,126,12,50,58,19,0,126,3,1,33.3,2,66.7,83,307,135,3,4,0,4,3,73,2,Matches
352,Sandro Lauper,ch SUI,DF,ch Young Boys,24,1996,5.1,394,50,213,174,10,2,394,1,1,100.0,0,0.0,275,1328,781,5,2,0,1,0,270,1,Matches
353,Valentino Lazaro,at AUT,"DF,MF",pt Benfica,25,1996,1.3,76,3,22,31,23,0,76,2,1,50.0,1,50.0,44,218,96,2,4,0,1,0,44,6,Matches
354,Rafael Leão,pt POR,FW,it Milan,22,1999,3.2,108,4,14,48,47,7,108,24,10,41.7,14,58.3,65,523,254,10,8,4,7,5,73,11,Matches
355,Jordan Lefort,fr FRA,DF,ch Young Boys,27,1993,1.9,143,6,48,68,28,6,143,2,0,0.0,2,100.0,79,403,239,3,2,1,2,0,88,9,Matches
356,Thomas Lemar,fr FRA,MF,es Atlético Madrid,25,1995,4.2,228,5,35,120,78,7,228,15,9,60.0,6,40.0,146,858,383,10,10,2,10,8,153,14,Matches
357,Clément Lenglet,fr FRA,DF,es Barcelona,26,1995,3.8,345,13,94,229,23,6,345,1,1,100.0,0,0.0,259,1205,735,10,6,0,1,1,282,1,Matches
358,Robert Lewandowski,pl POL,FW,de Bayern Munich,32,1988,9.7,290,2,8,117,168,56,286,15,9,60.0,6,40.0,209,822,305,13,6,7,21,12,237,65,Matches
359,Oscar Lewicki,se SWE,MF,se Malmö,29,1992,1.4,70,2,17,40,13,0,70,0,0,,0,,51,186,71,0,0,0,1,1,51,4,Matches
360,Bohdan Liedniev,ua UKR,MF,ua Dynamo Kyiv,23,1998,0.1,5,0,1,2,3,0,5,1,0,0.0,1,100.0,5,15,8,0,0,0,1,1,5,1,Matches
361,Matthijs de Ligt,nl NED,DF,it Juventus,21,1999,6.9,413,54,188,210,16,6,413,4,4,100.0,0,0.0,236,1022,546,3,1,0,1,1,276,1,Matches
362,Isaac Lihadji,fr FRA,"MF,FW",fr Lille,19,2002,0.3,24,0,3,6,15,1,24,1,1,100.0,0,0.0,18,128,74,2,1,0,4,1,20,5,Matches
363,Victor Lindelöf,se SWE,DF,eng Manchester Utd,27,1994,4.7,325,37,162,154,9,1,325,0,0,,0,,184,1018,503,2,1,0,0,1,238,2,Matches
364,Jesse Lingard,eng ENG,"MF,FW",eng Manchester Utd,28,1992,1.3,61,0,10,32,24,3,61,5,2,40.0,3,60.0,43,164,65,1,5,0,6,0,42,6,Matches
365,Marcos Llorente,es ESP,"DF,MF",es Atlético Madrid,26,1995,7.8,373,13,111,159,110,11,373,10,5,50.0,5,50.0,188,1048,572,22,11,3,7,1,192,30,Matches
366,Giovani Lo Celso,ar ARG,"MF,FW",es Villarreal,25,1996,5.8,297,8,55,124,121,16,297,18,9,50.0,9,50.0,183,1155,432,15,9,3,16,13,201,23,Matches
367,Manuel Locatelli,it ITA,MF,it Juventus,23,1998,5.9,431,18,104,254,77,1,431,4,3,75.0,1,25.0,237,739,347,2,3,1,5,6,305,7,Matches
368,Renan Lodi,br BRA,"DF,FW",es Atlético Madrid,23,1998,5.4,250,14,77,80,99,15,250,10,6,60.0,4,40.0,144,940,495,20,8,6,8,6,160,51,Matches
369,Ruben Loftus-Cheek,eng ENG,"MF,DF",eng Chelsea,25,1996,4.0,301,2,39,153,119,11,301,24,17,70.8,7,29.2,187,1162,691,22,11,1,11,4,246,22,Matches
370,Matteo Lovato,it ITA,DF,it Atalanta,21,2000,0.5,21,3,16,5,0,0,21,0,0,,0,,6,11,3,0,0,0,1,0,11,0,Matches
371,Dejan Lovren,hr CRO,DF,ru Zenit,32,1989,3.5,191,36,90,94,8,3,191,0,0,,0,,114,477,281,0,0,0,1,0,130,1,Matches
